NORMALIZED_LAT,NORMALIZED_LONG,Tester, Location_ID,Census 2010 Designation, Date, Time, Provider, Operator, Network,Round 7 Coverage,Latitude, Longitude, Device ID, Client Type, ePktMin, ePktMax, ePktAvg, ePktLoss, wPktMin, wPktMax, wPktAvg, wPktLoss, wUDP Jitter1, wUDP Loss1, wUDP Period1, wUDP Jitter2, wUDP Loss2, wUDP Period2, wUDP Jitter3, wUDP Loss3, wUDP Period3, eUDP Jitter1, eUDP Loss1, eUDP Period1, eUDP Jitter2, eUDP Loss2, eUDP Period2, eUDP Jitter3, eUDP Loss3, eUDP Period3, wUDP Jitter4, wUDP Loss4, wUDP Period4, eUDP Jitter4, eUDP Loss4, eUDP Period4,wTCP_UP1, wTCP_DOWN1, eTCP_UP1, eTCP_DOWN1, wTCP_UP2, wTCP_DOWN2, eTCP_UP2, eTCP_DOWN2
33.76867775,-116.5413,Tester 8,1002,Tribal, 04/26/2013, 12:02:43, Sprint, , NA,In,33.768732,-116.54101, WBBDTest8, Netbook,168,3147,1020,20,174,3778,1038,40,25.686,0,1,24.605,0,1,24.003,0,1,34.221,0,1, NA, NA,1,18.599,0,1,27.155,0.4,5,20.643,0,5,0,0,0,0,0,0,0,0
33.76867775,-116.5413,Tester 8,1002,Tribal, 04/26/2013, 11:54:52, sprint, Sprint, EVDO,In,33.76874328,-116.5410376, A100001BAA3FC1, Phone,117.218,296.051,208.044,0,133.545,348.785,273.068,0,20.92,0,1,18.053,0,1,16.209,0,1,172.354,0,1,18.64,0,1,21.385,0,1,31.241,1.2,5,22.757,0,5,518.7,579,422.8,361.9,443.3,411.5,393.8,498
33.76867775,-116.5413,Tester 8,1002,Tribal, 04/26/2013, 12:20:50, T-Mobile, , NA,In,33.768732,-116.54104, WBBDTest8, Netbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.76867775,-116.5413,Tester 8,1002,Tribal, 04/26/2013, 12:22:02, T-Mobile, , NA,In,33.768732,-116.54104, WBBDTest8, Netbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.76867775,-116.5413,Tester 8,1002,Tribal, 04/26/2013, 11:53:47, T-Mobile, T-Mobile, HSPA,In,33.76876211,-116.5410075,359605043208118, Phone,161.743,2620.148,822.461,0,91.644,2808.777,1157.605,0,21.668,2,1,7.599,0,1,172.281,0,1,185.795,0,1,200.622,0,1,169.479,0,1,11.332,0,5,9.901,0,5,0,0,160.2,218,90.1,0,120.6,65.2
33.76867775,-116.5413,Tester 8,1002,Tribal, 04/26/2013, 12:16:28, Verizon, , NA,In,33.768722,-116.541022, WBBDTest8, Netbook,108,158,121,0,48,70,55,0,9.776,0,1,10.547,2,1,8.075,0,1,12.804,2,1,14.446,0,1,15.411,0,1,8.779,0,5,9.779,0,5,1486,2295,2400,2663,2423,2680,1795,1816
33.76867775,-116.5413,Tester 8,1002,Tribal, 04/26/2013, 11:54:51, Verizon, Verizon, LTE,In,33.768482,-116.541217,99000024381651, Phone,148.026,180.666,159.218,0,82.222,239.018,118.431,0,20.963,0,1,20.635,0,1,15.878,0,1,24.413,0,1,16.947,0,1,18.694,0,1,13.611,0,5,20.347,0,5,196.9,192.5,243.2,576,0,0,102,364
41.47987175,-120.5245,Tester 3,1003,Tribal, 04/24/2013, 14:32:11, AT&T, , NA,In,41.47786777,-120.524354, WBBDTest3, Netbook,146,224,173,0,68,124,85,0,10.223,0,1,12.287,0,1,11.238,0,1,13.287,0,1,13.917,0,1,12.95,0,1,13.939,0,5,11.613,0,5,1260,1248,1243,964,1254,1268,1274,923
41.47987175,-120.5245,Tester 3,1003,Tribal, 04/24/2013, 14:15:38, AT&T, AT&T, UMTS,In,41.47786777,-120.5243326,359691045810705, Phone,142.011,210.621,170.239,0,67.053,123.516,92.61,0,10.668,2,1,10.907,0,1,11.54,0,1,12.037,0,1,15.967,0,1,10.737,0,1,3.618,0,5,10.795,0,5,1194,1980,1195,2474,1216,2895,1182,3677
41.47987175,-120.5245,Tester 3,1003,Tribal, 04/24/2013, 14:16:19, Sprint, , NA,Out,41.47785,-120.524382, WBBDTest3, Netbook,450,493,463,0,445,510,459,0,9.381,0,1,9.721,0,1,9.956,0,1,13.176,0,1,13.836,0,1,15.028,0,1,10.062,0,5,11.028,0,5,251.1,95.6,244.5,79.7,244.5,112,275.3,96.2
41.47987175,-120.5245,Tester 3,1003,Tribal, 04/24/2013, 14:18:42, sprint, , 1xRTT,Out,41.47786796,-120.524354, A100001BAA3D36, Phone,543.854,570.465,550.43,0,514.068,535.034,524.322,0,12.132,0,1,10.705,0,1,12.624,0,1,14.025,0,1,11.981,0,1,11.543,0,1,10.644,0,5,14.543,0,5,215.2,95.7,201.2,126.9,227.2,99.5,222.5,109.5
41.47987175,-120.5245,Tester 3,1003,Tribal, 04/24/2013, 14:25:15, T-Mobile, , NA,Out,41.47786777,-120.524354, WBBDTest3, Netbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.47987175,-120.5245,Tester 3,1003,Tribal, 04/24/2013, 14:15:03, T-Mobile, , UNKNOWN,Out,41.47786777,-120.524354,359605043208266, Phone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.47987175,-120.5245,Tester 3,1003,Tribal, 04/24/2013, 14:27:10, Verizon, , NA,In,41.477878,-120.524383, WBBDTest3, Netbook,313,633,465,10,98,442,237,20,20.579,0,1,16.937,0,1,18.494,0,1,26.469,0,1,36.837,0,1,17.827,0,1,10.351,0,5,17.616,0,5,965,818,981,869,759,492,871,560
41.47987175,-120.5245,Tester 3,1003,Tribal, 04/24/2013, 14:15:17, Verizon, Verizon, EHRPD,In,41.47786777,-120.524354,99000024385563, Phone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.47987175,-120.5245,Tester 3,1003,Tribal, 04/24/2013, 14:17:06, Verizon, Verizon, EHRPD,In,41.47786777,-120.524354,99000024385563, Phone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.02008325,-121.3444,Tester 2,1004,Tribal, 04/29/2013, 11:12:13, AT&T, , NA,In,39.020082,-121.344423, WBBDTest2, Netbook,126,172,139,0,57,413,103,0,47.499,0,1,53.901,0,1,54.42,0,1,59.205,0,1,58.048,0,1,53.854,0,1,64.482,0,5,51.557,0,5,158.8,537,101.3,2153,452,109.6,89.9,57.6
39.02008325,-121.3444,Tester 2,1004,Tribal, 04/29/2013, 10:49:26, AT&T, AT&T, UMTS,In,39.02019203,-121.344415,359691045706598, Phone,121.959,857.287,341.654,0,49.993,111.43,78.992,0,41.24,0,1,20.188,0,1,19.369,0,1,42.006,0,1,28.691,0,1,31.241,0,1,23.994,0,5,23.493,0,5,281.9,626,296.6,1098,287.9,1436,268.1,1000
39.02008325,-121.3444,Tester 2,1004,Tribal, 04/29/2013, 11:07:37, Sprint, , NA,Out,39.020078,-121.344433, WBBDTest2, Netbook,153,274,200,0,80,174,103,0,12.283,0,1,13.697,0,1,20.773,0,1,21.224,0,1,30.192,0,1,24.349,0,1,22.423,0,5,17.007,0,5,883,943,995,821,1004,463,1040,496
39.02008325,-121.3444,Tester 2,1004,Tribal, 04/29/2013, 10:49:57, sprint, Sprint, EVDO,Out,39.02019203,-121.344493, A100001BAA3D70, Phone,156.768,217.316,180.776,0,76.691,127.716,100.058,0,15.979,0,1,15.867,0,1,17.879,0,1,17.801,0,1,21.11,0,1,23.934,0,1,15.362,0,5,21.656,0,5,978,766,924,892,947,849,910,736
39.02008325,-121.3444,Tester 2,1004,Tribal, 04/29/2013, 10:58:04, T-Mobile, , NA,In,39.020088,-121.344433, WBBDTest2, Netbook,460,3787,1627,70,282,810,482,30,104.104,0,1,87.171,0,1,95.195,0,1,78.606,0,1,97.952,0,1,94.341,0,1,89.209,0,5, NA, NA,5,67.8,0,0,0,73.9,0,0,0
39.02008325,-121.3444,Tester 2,1004,Tribal, 04/29/2013, 10:49:59, T-Mobile, T-Mobile, GPRS,In,39.020098,-121.344468,359605043237521, Phone,325.714,527.069,451.464,0,286.957,433.624,365.951,0,64.789,0,1,69.055,0,1,67.443,0,1,65.854,0,1,92.351,0,1,174.044,0,1,69.801,0,5, NA, NA,5,70.2,0,0,0,84.4,0,86.4,0
39.02008325,-121.3444,Tester 2,1004,Tribal, 04/29/2013, 10:51:37, Verizon, , NA,In,39.02008,-121.344415, WBBDTest2, Netbook,105,169,119,0,39,49,43,0,6.017,0,1,9.017,0,1,8.268,2,1,9.201,0,1,14.873,0,1,11.07,0,1,7.804,0,5,9.857,0,5,5376,11032,5379,10019,5544,9715,5108,9636
39.02008325,-121.3444,Tester 2,1004,Tribal, 04/29/2013, 10:55:30, Verizon, Verizon, LTE,In,39.020339,-121.34448,99000024385535, Phone,107.39,128.138,118.001,0,43.881,65.15,51.291,0,33.292,0,1,37.678,0,1,8.893,0,1,32.031,0,1,12.964,0,1,16.193,0,1,46.67,0,5,11.324,0,5,982,6068,448.5,3199,403.3,5803,726,5671
38.8406825,-121.3097,Tester 2,1005,Tribal, 04/19/2013, 16:18:45, AT&T, , NA,In,38.840332,-121.309365, WBBDTest2, Netbook,104,121,110,0,35,50,42,0,13.042,0,1,9.388,0,1,35.09,2,1,14.669,0,1,22.902,3.9,1,14.575,0,1,6.764,0.8,5,16.01,1.6,5,7157,14208,6233,10431,6915,15232,7517,10014
38.8406825,-121.3097,Tester 2,1005,Tribal, 04/19/2013, 16:03:49, AT&T, AT&T, LTE,In,38.8403059,-121.3094035,359691045706598, Phone,105.173,236.655,191.673,0,35.282,144.484,109.018,0,12.046,0,1,14.467,2,1,7.898,2,1,14.343,0,1,15.197,0,1,12.392,2,1,10.712,0.4,5,18.75,0,5,8810,12038,7952,9572,8103,13814,6391,10313
38.8406825,-121.3097,Tester 2,1005,Tribal, 04/19/2013, 16:13:26, Sprint, , NA,In,38.840332,-121.309365, WBBDTest2, Netbook,236,383,279,0,90,207,137,0,21.867,0,1,17.692,0,1,21.84,0,1,21.478,0,1,21.061,0,1,19.568,0,1,21.302,0,5,21.1,0,5,525.8,388.4,786.2,344.2,576.8,390,736,328.5
38.8406825,-121.3097,Tester 2,1005,Tribal, 04/19/2013, 16:04:18, sprint, Sprint, EVDO,In,38.84031773,-121.3093561, A100001BAA3D70, Phone,247.1,447.266,324.551,0,84.412,214.081,131.393,0,27.085,0,1,17.987,0,1,15.378,0,1,21.085,0,1,23.411,0,1,18.065,0,1,18.394,0,5,20.583,0,5,498,91.4,567,144.7,517,129.2,436.2,131.7
38.8406825,-121.3097,Tester 2,1005,Tribal, 04/19/2013, 16:08:49, T-Mobile, , NA,In,38.840332,-121.309365, WBBDTest2, Netbook,110,1321,391,0,37,1326,282,0,16.795,0,1,3.393,0,1,4.328,0,1,12.488,0,1,10.403,0,1,9.621,0,1,7.136,0,5,14.32,0,5,1782,7426,1765,5639,1674,7217,1585,6968
38.8406825,-121.3097,Tester 2,1005,Tribal, 04/19/2013, 16:04:44, Verizon, , NA,In,38.840325,-121.309373, WBBDTest2, Netbook,103,150,121,0,34,59,44,0,8.556,0,1,8.743,0,1,10.563,0,1,15.51,0,1,11.216,0,1,12.164,0,1,9.489,0,5,12.172,0.8,5,6694,7930,6234,10715,6131,11944,5441,6618
38.8406825,-121.3097,Tester 2,1005,Tribal, 04/19/2013, 16:09:35, Verizon, Verizon, LTE,In,38.8403059,-121.3093561,99000024385535, Phone,106.717,138.856,116.466,0,40.835,56.082,48.944,0,12.318,0,1,12.064,0,1,15.408,2,1,20.905,0,1,22.449,0,1,24.802,0,1,9.438,0,5,14.267,0.4,5,4251,4658,3581,4636,4223,4459,5431,4817
33.656267,-116.196573,Tester 8,1006,Tribal, 04/23/2013, 10:10:11, AT&T, , NA,In,33.656417,-116.19722, WBBDTest8, Netbook,158,283,212,0,78,131,93,0,10.036,0,1,13.943,0,1,10.875,2,1,21.326,0,1,15.354,0,1,12.608,0,1,8.571,0,5,18.408,0,5,943,338.2,909,362.5,1182,411.8,1181,632
33.656267,-116.196573,Tester 8,1006,Tribal, 04/23/2013, 10:02:19, Sprint, , NA,In,33.656418,-116.19722, WBBDTest8, Netbook,233,352,303,0,188,499,302,0,17.345,0,1,16.531,0,1,12.379,0,1,13.692,0,1,19.862,0,1,13.871,0,1,15.575,0,5,17.811,0,5,736.1,621.9,604.1,226.8,545,165.2,595.6,294.5
33.656267,-116.196573,Tester 8,1006,Tribal, 04/23/2013, 10:02:19, Sprint, , NA,In,33.656418,-116.19722, WBBDTest8, Netbook,233,352,303,0,188,499,302,0,17.345,0,1,16.531,0,1,12.379,0,1,13.692,0,1,19.862,0,1,13.871,0,1,15.575,0,5,17.811,0,5,736.1,621.9,604.1,226.8,545,165.2,595.6,294.5
33.656267,-116.196573,Tester 8,1006,Tribal, 04/23/2013, 09:52:16, T-Mobile, , NA,In,33.656435,-116.197225, WBBDTest8, Netbook,114,2859,611,0,59,328,203,30,34.772,22,1,39.071,7.8,1,78.122,22,1,45.373,0,1,29.309,0,1,51.919,0,1,31.655,11,5,25.545,0,5,895,1242,747,711,413.7,1541,773,1854
33.656267,-116.196573,Tester 8,1006,Tribal, 04/23/2013, 09:52:16, T-Mobile, , NA,In,33.656435,-116.197225, WBBDTest8, Netbook,114,2859,611,0,59,328,203,30,34.772,22,1,39.071,7.8,1,78.122,22,1,45.373,0,1,29.309,0,1,51.919,0,1,31.655,11,5,25.545,0,5,895,1242,747,711,413.7,1541,773,1854
33.656267,-116.196573,Tester 8,1006,Tribal, 04/23/2013, 09:58:10, Verizon, , NA,In,33.656405,-116.197197, WBBDTest8, Netbook,103,161,125,0,47,74,57,0,11.79,0,1,12.997,0,1,20.952,0,1,21.925,0,1,32.447,0,1,24.044,0,1,17.241,0,5,12.7,0,5,14375,8304,11237,7936,13019,10782,11027,9021
32.9723865,-116.83,Tester 10,1007,Tribal, 04/10/2013, 08:10:10, AT&T, , NA,In,32.972378,-116.830067, WBBDTest10, Netbook,134,197,148,0,65,152,85,0,16.604,0,1,12.511,0,1,12.438,0,1,16.882,2,1,16.735,2,1,18.367,2,1,15.112,0,5,14.16,0,5,752.7,5467,895,5157,833,5720,890,4856
32.9723865,-116.83,Tester 10,1007,Tribal, 04/10/2013, 08:13:02, AT&T, AT&T, HSPA,In,32.9723438,-116.8299866,359691000000000, Phone,151.443,219.197,177.097,0,64.002,154.25,102.334,0,7.827,2,1,17.885,0,1,16.917,0,1,28.858,0,1,24.866,0,1,21.869,0,1,21.457,0,5,17.904,0,5,913,6722,1064,6089,920,6944,954,6280
32.9723865,-116.83,Tester 10,1007,Tribal, 04/10/2013, 08:18:25, Sprint, , NA,Out,32.972333,-116.830023, WBBDTest10, Netbook,127,192,154,0,86,147,100,0,13.042,0,1,13.851,0,1,12.774,0,1,16.086,0,1,15.347,2,1,17.17,0,1,14.397,0,5,22.662,0,5,455.8,405.6,464.1,556.7,465.5,419.9,448.7,400.1
32.9723865,-116.83,Tester 10,1007,Tribal, 04/10/2013, 08:07:22, sprint, Sprint, EVDO,Out,32.972416,-116.830038, A100001BAA3FA3, Phone,162.476,222.077,190.661,0,99.335,122.802,109.1,0,17.828,0,1,19.094,0,1,17.175,0,1,17.563,0,1,18.204,0,1,17.143,0,1,19.269,0.8,5,19.431,0,5,424.1,796,420.4,734,462.7,1005,441.7,948
32.9723865,-116.83,Tester 10,1007,Tribal, 04/10/2013, 08:14:23, T-Mobile, , NA,In,32.972345,-116.830065, WBBDTest10, Netbook,115,1240,379,0,113,1492,384,0,17.895,0,1,6.307,0,1,4.132,0,1,12.96,0,1,12.539,0,1,12.01,0,1,4.151,0,5,13.882,0,5,986,3640,959,3023,794.2,2865,1026,2897
32.9723865,-116.83,Tester 10,1007,Tribal, 04/10/2013, 08:07:10, T-Mobile, T-Mobile, HSPA,In,32.972416,-116.830038,359605000000000, Phone,102.905,1568.085,444.882,0,112.824,1460.846,427.532,0,13.394,0,1,8.578,0,1,9.433,0,1,13.079,0,1,11.919,0,1,14.699,0,1,4.712,0,5,13.072,0,5,152.6,4911,621.8,5188,629,4045,777,3997
32.9723865,-116.83,Tester 10,1007,Tribal, 04/10/2013, 08:06:17, Verizon, , NA,In,32.972377,-116.830032, WBBDTest10, Netbook,114,171,128,0,50,76,61,0,13.326,0,1,14.512,0,1,13.2,0,1,16.913,0,1,16.267,0,1,19.707,0,1,13.044,0,5,21.267,0,5,1156,4323,1490,3163,1240,5361,997,7073
32.9723865,-116.83,Tester 10,1007,Tribal, 04/10/2013, 08:10:51, Verizon, Verizon, EHRPD,In,32.972416,-116.830038,99000000000000, Phone,151.9,218.74,175.151,0,84.531,228.512,118.713,0,15.746,0,1,17.072,0,1,19.532,0,1,19.615,0,1,20.278,0,1,18.106,0,1,18.199,0,5,21.309,0,5,122.8,87.9,145.1,66.5,275,342.3,292.7,351.2
33.65276625,-116.1813988,Tester 8,1008,Tribal, 04/10/2013, 13:06:51, AT&T, AT&T, HSPAP,In,37.809745,-118.473525,359691045708495, Phone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.65276625,-116.1813988,Tester 8,1008,Tribal, 04/10/2013, 13:06:52, sprint, , 1xRTT,In,37.809745,-118.473525, A100001BAA3FC1, Phone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.65276625,-116.1813988,Tester 8,1008,Tribal, 04/10/2013, 13:07:11, T-Mobile, , UNKNOWN,In,37.809745,-118.473525,359605043208118, Phone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.65276625,-116.1813988,Tester 8,1008,Tribal, 04/10/2013, 13:18:51, Verizon, , NA,In,37.809745,-118.473525, WBBDTest8, Netbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.65276625,-116.1813988,Tester 8,1008,Tribal, 04/10/2013, 13:06:09, Verizon, Searching, UNKNOWN,In,37.809745,-118.473525,99000024381651, Phone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.7968,-118.526,Tester 8,1009,Tribal, 04/10/2013, 14:19:28, AT&T, , NA,In,37.796643,-118.525868, WBBDTest8, Netbook,159,205,173,0,86,122,99,0,6.11,2,1,5.879,0,1,10.226,0,1,16.184,0,1,10.67,0,1,11.742,0,1,12.673,0,5,13.656,0,5,1294,3277,1224,3855,1287,3866,1234,3816
37.7968,-118.526,Tester 8,1009,Tribal, 04/10/2013, 14:29:25, Sprint, , NA,Out,37.796635,-118.525858, WBBDTest8, Netbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.7968,-118.526,Tester 8,1009,Tribal, 04/10/2013, 14:12:12, sprint, , 1xRTT,Out,37.796635,-118.525858, A100001BAA3FC1, Phone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.7968,-118.526,Tester 8,1009,Tribal, 04/10/2013, 14:25:39, T-Mobile, , NA,Out,37.796643,-118.525862, WBBDTest8, Netbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.7968,-118.526,Tester 8,1009,Tribal, 04/10/2013, 14:11:00, Verizon, Searching, UNKNOWN,Out,37.796635,-118.525858,99000000000000, Phone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.4988702,-121.5018,Tester 2,1010,Tribal, 04/16/2013, 09:05:40, AT&T, , NA,In,39.49897,-121.502423, WBBDTest2, Netbook,125,179,136,0,57,116,75,0,11.239,2,1,10.083,2,1,9.523,0,1,11.733,0,1,13.281,0,1,14.619,0,1,12.669,0,5,14.359,0,5,1311,12094,1291,9003,1284,12418,1271,8763
39.4988702,-121.5018,Tester 2,1010,Tribal, 04/16/2013, 08:50:20, AT&T, AT&T, HSPAP,In,39.49908682,-121.5024592,359691045706598, Phone,138.288,219.899,157.775,0,57.622,94.552,76.212,10,9.733,0,1,15.004,0,1,14.412,2,1,14.583,0,1,16.778,0,1,17.96,0,1,7.344,0,5,15.826,0,5,1226,8812,1209,8404,1213,9157,1214,8176
39.4988702,-121.5018,Tester 2,1010,Tribal, 04/16/2013, 08:57:58, Sprint, , NA,In,39.498977,-121.502408, WBBDTest2, Netbook,240,448,306,0,82,375,132,0,25.69,0,1,30.292,0,1,57.667,0,1,36.827,0,1,84.11,0,1,70.525,0,1,24.422,0,5,22.169,0.4,5,138.2,177.4,178.7,154.2,130.2,117.2,80.4,144.2
39.4988702,-121.5018,Tester 2,1010,Tribal, 04/16/2013, 08:50:50, sprint, Sprint, EVDO,In,39.49908682,-121.502423, A100001BAA3D70, Phone,265.503,819.641,450.091,0,87.86,199.584,136.45,0,33.062,0,1,27.706,0,1,30.056,0,1,213.36,5.9,1,100.451,0,1,84.901,0,1,31.744,1.2,5,29.842,0,5,118.4,62.3,140,22,107,6.8,91.7,43.1
39.4988702,-121.5018,Tester 2,1010,Tribal, 04/16/2013, 08:56:09, T-Mobile, , NA,Out,39.498975,-121.502408, WBBDTest2, Netbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.4988702,-121.5018,Tester 2,1010,Tribal, 04/16/2013, 08:50:47, T-Mobile, , UNKNOWN,Out,39.49908682,-121.502423,359605043237521, Phone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.4988702,-121.5018,Tester 2,1010,Tribal, 04/16/2013, 08:52:04, Verizon, , NA,In,39.498973,-121.502413, WBBDTest2, Netbook,113,186,135,0,45,62,51,0,10.76,0,1,11.41,0,1,7.742,0,1,10.613,0,1,11.113,0,1,11.929,0,1,9.702,0,5,12.11,0,5,17702,21593,11100,11124,18100,24978,11335,10800
