,Date,Provider,DeviceType,wRttAvg,wTCPUp,wTCPDown
98171,2020,Verizon,Phone,46.124,45605.0,94208.5
94283,2020,Verizon,Phone,53.862,45588.0,61175.0
80231,2020,T-Mobile,Phone,67.811,45543.5,47359.0
95403,2020,AT&T,Phone,41.944,45493.5,131735.0
96060,2020,Verizon,Phone,48.24,45475.5,42668.5
87222,2020,Verizon,Phone,42.685,45474.0,100422.0
87126,2020,Sprint,Phone,86.674,45464.5,97619.0
83764,2020,Verizon,Phone,43.328,45457.5,39062.0
96603,2020,Verizon,Phone,54.063,45416.0,82427.5
83893,2020,Verizon,Phone,41.274,45384.0,123451.5
85045,2020,T-Mobile,Phone,74.985,45314.5,74713.5
86296,2020,AT&T,Phone,79.624,45281.5,36239.5
86042,2020,AT&T,Phone,44.986,45241.5,75547.0
80915,2020,Verizon,Phone,36.886,44993.5,99459.5
83967,2020,Verizon,Phone,46.385,44992.5,36017.0
84047,2020,Verizon,Phone,62.17,44893.5,83284.5
86728,2020,T-Mobile,Phone,81.38,44880.5,35325.5
79554,2020,AT&T,Phone,43.746,44879.5,96671.0
87938,2020,T-Mobile,Phone,76.286,44862.0,62032.5
81343,2020,Verizon,Phone,47.568,44852.5,46467.5
97966,2020,Verizon,Phone,84.214,44843.0,21951.5
95243,2020,Verizon,Phone,60.277,44786.5,96242.0
82742,2020,T-Mobile,Phone,79.051,44766.5,127076.0
83278,2020,AT&T,Phone,38.215,44751.5,91119.5
81217,2020,T-Mobile,Phone,71.817,44721.0,55043.5
80738,2020,AT&T,Phone,37.168,44718.0,83870.5
88991,2020,AT&T,Phone,51.219,44710.5,132667.0
87435,2020,T-Mobile,Phone,107.847,44694.5,31921.0
86994,2020,Verizon,Phone,33.296,44678.5,110792.0
81999,2020,T-Mobile,Phone,76.064,44673.0,66783.5
81197,2020,T-Mobile,Phone,100.452,44651.5,38267.5
84102,2020,Verizon,Phone,42.184,44632.0,86582.0
98461,2020,Verizon,Phone,36.757,44626.0,62153.5
98554,2020,T-Mobile,Phone,89.569,44617.5,20356.5
98365,2020,T-Mobile,Phone,74.522,44554.5,56846.5
87440,2020,T-Mobile,Phone,61.9,44542.5,137085.5
87974,2020,Verizon,Phone,36.857,44538.0,98465.5
93960,2020,AT&T,Phone,35.056,44528.5,97919.5
87804,2020,Verizon,Phone,36.189,44512.0,35721.5
82941,2020,T-Mobile,Phone,62.209,44483.0,24700.0
97907,2020,AT&T,Phone,42.947,44416.0,84831.0
94357,2020,T-Mobile,Phone,76.573,44404.5,119163.0
84519,2020,AT&T,Phone,53.256,44390.0,75472.5
80727,2020,Verizon,Phone,55.781,44360.0,79161.0
98364,2020,Sprint,Phone,78.605,44356.0,60585.0
80253,2020,AT&T,Phone,39.651,44279.5,70469.0
92201,2020,AT&T,Phone,48.362,44276.0,116166.0
88880,2020,Verizon,Phone,37.269,44228.0,123237.5
80682,2020,Verizon,Phone,28.573,44220.0,202788.5
80446,2020,T-Mobile,Phone,69.653,44197.5,65834.0
81035,2020,Verizon,Phone,39.161,44174.5,102673.0
90710,2020,Verizon,Phone,49.947,44167.0,70841.0
84052,2020,Verizon,Phone,47.838,44139.5,84369.0
94828,2020,Verizon,Phone,52.648,44135.0,60551.0
80172,2020,Verizon,Phone,50.795,44108.5,81420.0
87725,2020,Verizon,Phone,69.493,44036.0,17845.5
98056,2020,Verizon,Phone,49.028,44011.0,75458.0
83439,2020,T-Mobile,Phone,71.79,43974.5,55191.0
79548,2020,Verizon,Phone,54.718,43967.5,34743.0
87386,2020,Verizon,Phone,54.46,43938.0,26843.5
87187,2020,Verizon,Phone,38.013,43908.5,67205.0
83122,2020,Verizon,Phone,52.708,43878.5,35836.0
98255,2020,T-Mobile,Phone,69.434,43840.5,66515.0
83243,2020,AT&T,Phone,39.387,43829.0,177003.0
86389,2020,Verizon,Phone,39.426,43780.5,25592.5
92752,2020,Verizon,Phone,43.401,43753.5,54117.5
80657,2020,Verizon,Phone,43.541,43731.0,26554.0
98699,2020,T-Mobile,Phone,68.432,43692.5,114610.5
86690,2020,AT&T,Phone,47.6,43655.5,26632.0
95780,2020,AT&T,Phone,60.499,43614.5,52972.5
88651,2020,T-Mobile,Phone,91.674,43578.0,77432.0
86729,2020,Verizon,Phone,47.302,43514.0,52820.5
81134,2020,Verizon,Phone,48.465,43437.0,65050.0
80955,2020,Verizon,Phone,51.675,43429.5,49559.0
90130,2020,Verizon,Phone,86.05,43427.5,10687.0
87569,2020,T-Mobile,Phone,63.316,43419.0,40611.5
82091,2020,AT&T,Phone,42.98,43299.0,141049.0
81028,2020,Sprint,Phone,35.139,43287.0,125171.0
88476,2020,T-Mobile,Phone,67.25,43267.0,102766.0
82065,2020,Verizon,Phone,35.583,43244.5,46623.0
81357,2020,T-Mobile,Phone,72.808,43218.0,86637.0
81110,2020,AT&T,Phone,41.103,43203.0,142496.0
93751,2020,Verizon,Phone,40.667,43142.5,108758.5
87365,2020,T-Mobile,Phone,62.61,43135.0,41959.0
80527,2020,Verizon,Phone,51.978,43117.0,41552.5
84879,2020,AT&T,Phone,48.779,43115.0,145267.0
86943,2020,T-Mobile,Phone,91.359,43099.0,69459.5
82739,2020,AT&T,Phone,46.266,43068.0,132581.0
94284,2020,AT&T,Phone,41.961,43055.5,112817.5
81049,2020,Verizon,Phone,52.417,43037.0,92687.5
86549,2020,Verizon,Phone,30.213,43020.0,58685.5
81691,2020,Verizon,Phone,44.825,42999.5,65511.5
94484,2020,T-Mobile,Phone,65.329,42948.5,19049.0
80366,2020,T-Mobile,Phone,65.464,42829.0,66854.0
91002,2020,AT&T,Phone,47.203,42748.5,126014.0
82358,2020,T-Mobile,Phone,85.913,42716.0,26646.5
82244,2020,Verizon,Phone,51.355,42713.0,43782.0
94872,2020,T-Mobile,Phone,84.911,42679.5,13058.5
83937,2020,T-Mobile,Phone,96.145,42676.5,40721.0
86678,2020,T-Mobile,Phone,64.88,42671.0,57144.0
94073,2020,AT&T,Phone,69.293,42670.5,62182.5
88451,2020,T-Mobile,Phone,60.76,42627.5,43708.5
81597,2020,AT&T,Phone,41.395,42603.0,100586.5
88457,2020,Verizon,Phone,47.167,42602.5,30431.0
83843,2020,Verizon,Phone,46.529,42579.5,62465.5
87594,2020,T-Mobile,Phone,68.789,42569.0,82643.0
86888,2020,T-Mobile,Phone,71.676,42465.5,91437.5
87093,2020,Verizon,Phone,44.971,42430.5,142868.5
84489,2020,Verizon,Phone,52.277,42408.0,27350.0
81926,2020,Verizon,Phone,46.595,42395.0,42645.5
80633,2020,AT&T,Phone,49.585,42385.5,166422.0
86578,2020,T-Mobile,Phone,80.833,42382.0,49151.0
81472,2020,AT&T,Phone,38.579,42316.5,132593.0
89264,2020,AT&T,Phone,39.582,42275.5,112414.0
87551,2020,AT&T,Phone,39.423,42207.5,124545.0
80177,2020,Verizon,Phone,36.826,42188.5,75870.5
89413,2020,Verizon,Phone,48.202,42186.0,103758.5
89154,2020,Verizon,Phone,49.121,42153.5,81558.0
80367,2020,Verizon,Phone,32.387,42143.5,72872.5
98095,2020,T-Mobile,Phone,70.912,42126.0,33235.0
81611,2020,Verizon,Phone,37.456,42123.0,86283.0
94430,2020,T-Mobile,Phone,69.327,42096.5,35004.5
86320,2020,Verizon,Phone,43.153,42038.0,48718.5
96003,2020,Verizon,Phone,60.66,42030.5,56444.0
82971,2020,T-Mobile,Phone,71.989,42006.5,120408.0
95556,2020,T-Mobile,Phone,69.676,41991.0,51584.0
80166,2020,T-Mobile,Phone,67.923,41928.0,109304.5
86470,2020,AT&T,Phone,43.003,41889.0,125816.5
87028,2020,Verizon,Phone,36.404,41882.0,83077.0
89089,2020,T-Mobile,Phone,82.549,41862.0,135626.5
88607,2020,Verizon,Phone,38.217,41851.0,147170.0
95411,2020,T-Mobile,Phone,79.737,41797.5,98220.0
83755,2020,AT&T,Phone,40.18,41711.0,78186.5
86344,2020,T-Mobile,Phone,65.692,41708.5,121361.5
97576,2020,Verizon,Phone,54.887,41704.0,12853.0
81068,2020,T-Mobile,Phone,111.373,41684.5,100981.0
80991,2020,AT&T,Phone,39.629,41675.0,167302.0
88283,2020,AT&T,Phone,38.514,41660.0,99048.5
81103,2020,T-Mobile,Phone,83.517,41634.0,69790.5
96780,2020,AT&T,Phone,52.64,41622.0,135389.0
86638,2020,T-Mobile,Phone,76.525,41616.5,56292.0
79654,2020,AT&T,Phone,55.972,41607.0,93066.0
81556,2020,Verizon,Phone,64.939,41585.0,76095.5
