,Date,Provider,DeviceType,wRttAvg,wTCPUp,wTCPDown
86429,2020,Verizon,Phone,31.812,16173.0,118159.5
98740,2020,Verizon,Phone,31.863,21433.5,32516.0
82224,2020,Verizon,Phone,31.872,41305.5,40601.0
87257,2020,Verizon,Phone,31.874,5444.0,6364.5
86295,2020,Verizon,Phone,31.876,24263.0,17759.5
87835,2020,AT&T,Phone,31.901,18148.0,99513.5
95532,2020,Verizon,Phone,31.908,33002.5,33525.0
94057,2020,Verizon,Phone,31.935,16956.0,42454.0
95562,2020,Verizon,Phone,31.947,53692.0,70332.5
83749,2020,Verizon,Phone,31.999,15855.5,67855.5
86869,2020,Verizon,Phone,32.028,13163.5,57282.0
84152,2020,Verizon,Phone,32.107,30563.5,37038.0
81233,2020,Verizon,Phone,32.139,35584.0,133919.5
95592,2020,Verizon,Phone,32.176,24626.0,135578.0
98715,2020,Verizon,Phone,32.204,9695.5,15328.5
88362,2020,Verizon,Phone,32.241,14592.5,30917.5
86424,2020,Verizon,Phone,32.33,2487.0,48050.0
88347,2020,Verizon,Phone,32.333,54968.0,94863.0
82096,2020,AT&T,Phone,32.345,21593.5,45253.0
86664,2020,Verizon,Phone,32.349,7102.5,17133.5
80367,2020,Verizon,Phone,32.387,42143.5,72872.5
89799,2020,Verizon,Phone,32.435,4993.0,34502.5
98521,2020,Verizon,Phone,32.509,21366.0,12480.0
33695,2017,Verizon,Phone,32.529,6223.5,34811.5
87610,2020,Verizon,Phone,32.533,13147.5,15082.0
82982,2020,Verizon,Phone,32.57,38517.5,131671.5
95045,2020,Verizon,Phone,32.61,19617.0,80146.0
85537,2020,Verizon,Phone,32.631,6859.5,16122.0
80557,2020,Verizon,Phone,32.632,29702.0,89353.0
87043,2020,Verizon,Phone,32.652,24504.5,26127.5
80652,2020,Verizon,Phone,32.66,21346.0,100479.0
86534,2020,Verizon,Phone,32.667,38322.0,59705.0
44329,2017,Sprint,Phone,32.67,2978.5,5136.5
33751,2017,Verizon,Phone,32.691,20590.5,23964.5
87019,2020,Verizon,Phone,32.696,25362.5,54651.0
88483,2020,AT&T,Phone,32.703,28247.0,24881.0
82100,2020,Verizon,Phone,32.707,52751.5,107473.5
80383,2020,AT&T,Phone,32.712,16270.5,54240.0
94853,2020,Verizon,Phone,32.719,11416.0,16011.0
85822,2020,Verizon,Phone,32.729,48685.5,61602.0
88487,2020,Verizon,Phone,32.73,37331.0,71499.5
86026,2020,Verizon,Phone,32.825,39151.5,144453.0
87133,2020,Verizon,Phone,32.826,34715.5,90634.5
87814,2020,Verizon,Phone,32.828,14498.0,60148.0
34279,2017,Verizon,Phone,32.875,11728.0,31984.0
83908,2020,Verizon,Phone,32.89,12876.5,67211.5
33201,2017,AT&T,Phone,32.898,15117.5,41953.5
84032,2020,Verizon,Phone,32.907,12653.5,60359.5
85737,2020,Verizon,Phone,32.912,9374.5,1706.5
85622,2020,Verizon,Phone,32.914,9363.5,5788.5
81030,2020,Verizon,Phone,32.931,16910.5,34216.5
59166,2015,Sprint,Tablet,32.935,9031.5,22316.0
98656,2020,AT&T,Phone,32.938,52166.5,187601.5
86999,2020,Verizon,Phone,32.95,7312.5,82092.0
42343,2017,AT&T,Phone,32.955,17605.0,30429.0
81354,2020,AT&T,Phone,32.964,39751.0,93264.0
88920,2020,Verizon,Phone,32.965,14997.0,45484.0
86699,2020,Verizon,Phone,32.97,5097.0,23487.0
95035,2020,Verizon,Phone,32.991,22857.5,25046.5
85408,2020,Verizon,Phone,33.0,11276.5,6584.5
92964,2020,Verizon,Phone,33.002,19285.0,76740.0
88563,2020,AT&T,Phone,33.013,15316.0,65099.0
33325,2017,T-Mobile,Phone,33.018,28659.0,36584.0
73858,2016,Sprint,Tablet,33.018,7900.5,10382.0
80298,2020,AT&T,Phone,33.02,30797.0,216296.5
43135,2017,AT&T,Phone,33.032,10089.5,13617.5
80702,2020,Verizon,Phone,33.037,35287.5,93616.0
13710,2016,Sprint,Tablet,33.063,8430.5,18425.5
80861,2020,Verizon,Phone,33.067,14709.0,66431.0
85592,2020,Verizon,Phone,33.101,16725.0,13884.5
33719,2017,Verizon,Phone,33.108,22704.0,41367.0
82548,2020,Verizon,Phone,33.117,31494.0,104991.5
86350,2020,Verizon,Phone,33.118,27789.5,144709.0
85986,2020,Verizon,Phone,33.141,7962.5,19166.5
83397,2020,AT&T,Phone,33.149,57412.5,164797.5
93532,2020,Verizon,Phone,33.149,9084.0,60920.0
86434,2020,Verizon,Phone,33.15,40162.0,98531.0
86017,2020,AT&T,Phone,33.212,10684.0,39377.0
65771,2016,Sprint,Phone,33.226,7631.0,5776.5
80362,2020,Verizon,Phone,33.257,36735.0,94310.5
86514,2020,Verizon,Phone,33.287,46259.0,88175.0
60378,2015,Sprint,Tablet,33.291,5496.0,11096.0
33319,2017,Verizon,Phone,33.292,24780.5,42663.5
86994,2020,Verizon,Phone,33.296,44678.5,110792.0
82668,2020,Verizon,Phone,33.301,25366.0,92891.5
85976,2020,Verizon,Phone,33.312,15608.5,33252.0
27577,2016,Sprint,Tablet,33.322,7203.5,20642.0
82149,2020,Verizon,Phone,33.326,12559.0,6960.0
86071,2020,Verizon,Phone,33.384,25679.0,128759.5
87129,2020,AT&T,Phone,33.386,36357.0,46480.0
98640,2020,Verizon,Phone,33.39,8071.0,29910.5
97976,2020,Verizon,Phone,33.419,3502.5,15211.0
79758,2020,Verizon,Phone,33.424,34544.5,71368.0
42909,2017,Verizon,Phone,33.43,24576.5,38817.5
98635,2020,Verizon,Phone,33.435,51295.5,133804.0
90140,2020,Verizon,Phone,33.459,24559.0,69783.5
80776,2020,Verizon,Phone,33.465,27423.0,66660.0
39400,2017,AT&T,Phone,33.491,20358.5,26653.5
42359,2017,AT&T,Phone,33.503,4087.0,23447.5
82628,2020,Verizon,Phone,33.515,11333.0,61572.0
80397,2020,Verizon,Phone,33.522,2499.0,2062.0
87481,2020,Verizon,Phone,33.524,3069.0,50847.0
80786,2020,Verizon,Phone,33.534,21303.0,71277.5
86839,2020,Verizon,Phone,33.544,14498.0,140328.0
86730,2020,AT&T,Phone,33.59,24240.5,70586.5
98865,2020,Verizon,Phone,33.603,27431.0,124983.0
80732,2020,Verizon,Phone,33.612,10372.0,8665.0
93335,2020,AT&T,Phone,33.612,6779.0,19325.5
83351,2020,Verizon,Phone,33.62,49522.5,109273.5
43005,2017,Verizon,Phone,33.626,28010.5,48312.0
82030,2020,Verizon,Phone,33.635,9897.5,35256.0
87118,2020,Verizon,Phone,33.682,21967.5,40765.0
86131,2020,Verizon,Phone,33.693,4546.0,32279.0
44897,2017,Sprint,Phone,33.696,5652.5,4651.0
87680,2020,Verizon,Phone,33.704,19603.0,66170.5
65772,2016,Sprint,Tablet,33.713,6346.5,5690.0
87530,2020,Verizon,Phone,33.732,5346.0,36240.0
86201,2020,Verizon,Phone,33.736,22971.5,78674.0
82204,2020,Verizon,Phone,33.752,21128.5,104330.0
44957,2017,Verizon,Phone,33.783,10227.5,22363.5
80791,2020,Verizon,Phone,33.809,8041.0,25051.5
34383,2017,Verizon,Phone,33.813,5994.0,39793.0
86919,2020,Verizon,Phone,33.817,5229.5,83188.0
81190,2020,AT&T,Phone,33.842,24546.5,48539.0
87079,2020,AT&T,Phone,33.842,8470.5,47186.0
86840,2020,AT&T,Phone,33.873,47812.5,57184.0
27626,2016,Sprint,Tablet,33.896,3003.5,11838.5
84376,2020,Verizon,Phone,33.897,11181.5,22984.5
42501,2017,Verizon,Phone,33.9,10893.5,22175.5
70660,2016,Sprint,Tablet,33.9,3244.0,25823.5
88079,2020,Verizon,Phone,33.934,49261.0,100588.0
81581,2020,Verizon,Phone,33.936,17790.5,14109.5
12698,2016,Sprint,Tablet,33.938,9394.0,27050.0
44093,2017,Verizon,Phone,33.948,26891.5,45607.5
29151,2016,Sprint,Tablet,33.953,9191.5,18198.5
42055,2017,AT&T,Phone,33.974,24226.0,32184.0
81476,2020,Verizon,Phone,33.987,11862.0,7507.0
90785,2020,AT&T,Phone,33.988,7423.5,15855.5
82355,2020,AT&T,Phone,33.994,7000.5,51522.5
86399,2020,Verizon,Phone,34.001,15853.5,81419.0
80945,2020,Verizon,Phone,34.027,13551.0,46424.5
98710,2020,Verizon,Phone,34.032,25913.0,129305.5
80751,2020,Verizon,Phone,34.041,22955.5,86534.0
80182,2020,Verizon,Phone,34.042,12852.0,104897.0
80407,2020,Verizon,Phone,34.073,10063.0,94699.5
92900,2020,Verizon,Phone,34.074,26254.0,63601.5
98701,2020,AT&T,Phone,34.112,54193.5,174233.5
98745,2020,Verizon,Phone,34.132,23974.5,71796.5
80358,2020,AT&T,Phone,34.144,37042.5,186180.0
80971,2020,AT&T,Phone,34.171,21882.5,61925.5
80677,2020,Verizon,Phone,34.175,7336.0,82977.5
80728,2020,AT&T,Phone,34.188,10058.5,6148.0
79478,2020,Verizon,Phone,34.202,6506.0,2555.0
81273,2020,Verizon,Phone,34.207,27048.0,54410.5
87354,2020,Sprint,Phone,34.208,14311.0,21264.0
84208,2020,AT&T,Phone,34.209,40883.0,195089.5
83734,2020,Verizon,Phone,34.222,4673.5,20826.5
44173,2017,Verizon,Phone,34.223,27097.5,39524.5
38662,2017,Verizon,Phone,34.234,24855.5,44706.0
33025,2017,AT&T,Phone,34.242,18399.5,28640.0
84062,2020,Verizon,Phone,34.251,5889.5,14602.5
88148,2020,Verizon,Phone,34.252,55717.5,137147.5
66604,2016,Sprint,Tablet,34.253,9575.5,21805.0
84113,2020,AT&T,Phone,34.257,1333.5,14101.5
81726,2020,Verizon,Phone,34.292,54534.0,123482.5
27522,2016,Sprint,Tablet,34.306,10801.0,19887.5
98801,2020,AT&T,Phone,34.314,26584.5,117601.0
86909,2020,Verizon,Phone,34.334,13700.0,7046.5
81094,2020,Verizon,Phone,34.343,12084.5,50876.5
43463,2017,AT&T,Phone,34.376,8514.0,29378.5
80801,2020,Verizon,Phone,34.393,10425.0,54250.0
86855,2020,AT&T,Phone,34.409,10791.0,13348.5
98575,2020,Verizon,Phone,34.414,20489.5,10448.0
87935,2020,AT&T,Phone,34.423,4766.0,4321.0
86021,2020,Verizon,Phone,34.432,11454.0,66596.5
1366,2016,Sprint,Tablet,34.434,13775.5,29685.0
87391,2020,Verizon,Phone,34.437,33193.0,61359.5
39614,2017,Verizon,Phone,34.46,11934.5,14618.5
89045,2020,Verizon,Phone,34.479,2280.0,12209.5
83551,2020,AT&T,Phone,34.484,10807.0,21348.0
83730,2020,AT&T,Phone,34.484,12549.5,59578.0
86564,2020,Verizon,Phone,34.487,6837.0,49186.0
81501,2020,Verizon,Phone,34.492,27207.0,27446.5
82359,2020,Verizon,Phone,34.498,34138.0,52080.0
81184,2020,Verizon,Phone,34.512,5610.0,9614.5
82010,2020,Verizon,Phone,34.523,37845.0,60552.5
88045,2020,AT&T,Phone,34.526,4477.0,33070.5
88603,2020,AT&T,Phone,34.529,38879.5,119368.5
85647,2020,Verizon,Phone,34.536,20551.5,37342.5
36807,2017,Verizon,Phone,34.547,9451.0,19483.0
80663,2020,AT&T,Phone,34.553,40735.5,157752.0
86925,2020,AT&T,Phone,34.571,35586.0,72478.0
81836,2020,Verizon,Phone,34.588,7894.0,23717.5
80433,2020,AT&T,Phone,34.605,61749.5,174720.5
81666,2020,Verizon,Phone,34.605,5124.0,34969.0
98775,2020,Verizon,Phone,34.606,24769.5,43158.0
10233,2016,Sprint,Tablet,34.608,7746.5,10957.5
41375,2017,AT&T,Phone,34.61,17863.5,31146.5
44629,2017,Verizon,Phone,34.613,29058.0,45306.0
86046,2020,Verizon,Phone,34.614,5502.0,17196.0
86510,2020,AT&T,Phone,34.617,18761.5,90675.5
34399,2017,Verizon,Phone,34.619,25641.0,38470.0
33273,2017,AT&T,Phone,34.64,5269.0,27023.5
34217,2017,AT&T,Phone,34.653,14958.0,38071.0
42997,2017,Verizon,Phone,34.653,1850.0,14885.0
44829,2017,Verizon,Phone,34.669,13622.5,31593.5
43709,2017,Verizon,Phone,34.673,23754.0,35608.5
95502,2020,Verizon,Phone,34.686,10146.5,106410.0
85517,2020,Verizon,Phone,34.687,6111.0,16864.5
70956,2016,Sprint,Tablet,34.689,9422.0,19986.0
85727,2020,Verizon,Phone,34.7,9810.5,14182.5
90120,2020,Verizon,Phone,34.708,15191.5,57866.5
83566,2020,AT&T,Phone,34.716,3182.5,36408.5
86789,2020,Verizon,Phone,34.722,26029.5,76934.5
92482,2020,Verizon,Phone,34.722,8539.0,11443.5
34911,2017,Verizon,Phone,34.73,19716.5,31630.5
85398,2020,Verizon,Phone,34.739,4744.5,15780.5
82698,2020,Verizon,Phone,34.74,3756.5,17763.0
43277,2017,Verizon,Phone,34.749,11336.5,5267.5
81140,2020,AT&T,Phone,34.749,13329.0,11186.0
43773,2017,Verizon,Phone,34.751,13138.0,7058.5
44543,2017,AT&T,Phone,34.773,5861.5,2544.5
79469,2020,AT&T,Phone,34.775,2882.5,26651.5
94844,2020,AT&T,Phone,34.775,31991.0,54736.0
52322,2015,Sprint,Tablet,34.778,7895.5,6728.0
86594,2020,Verizon,Phone,34.785,16783.5,85251.5
80892,2020,AT&T,Phone,34.792,23038.0,136258.0
88720,2020,Verizon,Phone,34.803,2862.5,15731.0
80946,2020,AT&T,Phone,34.807,37483.0,214791.5
81074,2020,Verizon,Phone,34.807,4763.0,7878.5
87108,2020,Verizon,Phone,34.811,11918.0,59145.0
92531,2020,Verizon,Phone,34.825,881.5,19144.0
86845,2020,AT&T,Phone,34.83,13144.0,100519.0
82664,2020,AT&T,Phone,34.843,37953.0,133204.0
35305,2017,AT&T,Phone,34.846,5598.5,38783.0
87039,2020,AT&T,Phone,34.847,12456.0,28416.5
82305,2020,AT&T,Phone,34.854,11967.5,55305.0
85488,2020,AT&T,Phone,34.854,6531.5,25261.0
94378,2020,Verizon,Phone,34.863,14052.5,41519.5
85842,2020,Verizon,Phone,34.872,60003.0,140840.0
83918,2020,Verizon,Phone,34.875,3958.5,4569.5
86615,2020,AT&T,Phone,34.875,52632.0,232749.0
98570,2020,Verizon,Phone,34.881,11831.0,79823.0
84371,2020,Verizon,Phone,34.896,10414.0,75062.5
92718,2020,AT&T,Phone,34.897,3931.0,28979.5
2651,2016,Sprint,Tablet,34.898,5408.0,9090.0
81686,2020,Verizon,Phone,34.902,1420.0,12482.5
46455,2017,AT&T,Phone,34.904,7664.0,36542.0
87134,2020,AT&T,Phone,34.906,15279.5,85629.0
67740,2016,Sprint,Tablet,34.912,4276.5,14683.5
98660,2020,Verizon,Phone,34.928,27285.5,96991.0
88537,2020,Verizon,Phone,34.933,46443.5,551.0
80648,2020,AT&T,Phone,34.934,27001.0,127772.5
35633,2017,AT&T,Phone,34.964,6262.0,4577.0
80547,2020,Verizon,Phone,34.968,38816.5,79529.0
87770,2020,Verizon,Phone,34.972,17473.0,34728.0
87904,2020,Verizon,Phone,34.975,22944.5,87520.0
80921,2020,AT&T,Phone,34.978,6833.0,19450.0
97281,2020,Verizon,Phone,34.984,22234.0,92473.5
82154,2020,Verizon,Phone,34.987,12894.0,27303.0
87025,2020,AT&T,Phone,34.991,4412.5,25859.0
88578,2020,AT&T,Phone,35.002,25108.0,62813.0
87830,2020,AT&T,Phone,35.011,13489.5,85294.0
80697,2020,Verizon,Phone,35.014,918.0,5023.0
86031,2020,Verizon,Phone,35.014,33152.5,46215.0
80087,2020,Verizon,Phone,35.024,7480.5,16085.0
27756,2016,Sprint,Tablet,35.032,2165.0,1868.5
87217,2020,Verizon,Phone,35.035,23941.5,38701.5
43341,2017,Verizon,Phone,35.046,14648.5,30211.0
93820,2020,Verizon,Phone,35.056,503.0,9559.5
93960,2020,AT&T,Phone,35.056,44528.5,97919.5
86360,2020,Verizon,Phone,35.06,20702.5,71631.0
43671,2017,AT&T,Phone,35.063,11827.5,9412.5
81308,2020,Verizon,Phone,35.07,1900.0,5210.5
83277,2020,Verizon,Phone,35.084,8586.0,27515.5
43337,2017,Sprint,Phone,35.092,9325.0,17539.0
81797,2020,AT&T,Phone,35.097,48062.5,106889.0
87590,2020,Verizon,Phone,35.104,13300.5,49819.5
98596,2020,AT&T,Phone,35.11,16797.0,33874.5
81304,2020,AT&T,Phone,35.114,3918.0,11757.0
13466,2016,Sprint,Tablet,35.126,7853.5,15645.5
98186,2020,Verizon,Phone,35.127,33818.0,63769.0
86715,2020,AT&T,Phone,35.133,34111.5,52472.0
81028,2020,Sprint,Phone,35.139,43287.0,125171.0
34141,2017,T-Mobile,Phone,35.146,6592.0,30887.5
43437,2017,Verizon,Phone,35.176,16790.0,17445.5
86430,2020,AT&T,Phone,35.18,7130.5,43407.5
76146,2016,Sprint,Tablet,35.184,7570.0,12121.5
83297,2020,Verizon,Phone,35.188,1683.5,18470.0
83147,2020,Verizon,Phone,35.189,50639.5,193280.5
84213,2020,AT&T,Phone,35.19,6529.5,13790.5
33241,2017,AT&T,Phone,35.2,11179.5,28896.5
86890,2020,AT&T,Phone,35.203,5191.0,26575.5
93330,2020,Verizon,Phone,35.224,466.5,104.35
33105,2017,AT&T,Phone,35.233,26775.5,41887.5
87890,2020,AT&T,Phone,35.249,5439.5,14067.0
42349,2017,Verizon,Phone,35.255,25796.5,50074.5
36413,2017,T-Mobile,Phone,35.27,28718.0,46950.0
93255,2020,Verizon,Phone,35.27,30584.5,138231.0
80772,2020,AT&T,Phone,35.274,27481.5,220001.0
89030,2020,Verizon,Phone,35.277,4987.5,74325.5
80302,2020,Verizon,Phone,35.278,52102.0,53362.5
88731,2020,AT&T,Phone,35.281,26624.0,115180.5
43903,2017,AT&T,Phone,35.282,18476.0,5907.0
81328,2020,Verizon,Phone,35.283,4345.0,66451.0
81941,2020,Verizon,Phone,35.288,24832.5,90163.0
45653,2017,Verizon,Phone,35.29,25546.0,39833.0
89268,2020,Verizon,Phone,35.301,20530.5,11511.5
45255,2017,AT&T,Phone,35.309,20234.0,29902.5
55107,2015,Sprint,Tablet,35.311,9274.5,12886.0
42823,2017,AT&T,Phone,35.316,7437.5,44810.5
81059,2020,Verizon,Phone,35.32,4145.5,46080.5
28575,2016,Sprint,Tablet,35.339,8944.0,18795.0
86022,2020,AT&T,Phone,35.351,10734.5,35517.5
89363,2020,Verizon,Phone,35.352,17874.0,19424.5
33207,2017,Verizon,Phone,35.354,24815.0,47779.0
82624,2020,AT&T,Phone,35.359,6566.0,30051.0
35831,2017,Verizon,Phone,35.36,1875.95,3929.0
87570,2020,Verizon,Phone,35.368,45840.5,42332.5
47203,2017,T-Mobile,Phone,35.373,8172.0,4725.0
75338,2016,Sprint,Tablet,35.375,7574.5,19051.0
98795,2020,Verizon,Phone,35.387,48129.5,106414.0
12112,2016,Sprint,Tablet,35.388,1944.5,2119.85
88990,2020,Verizon,Phone,35.388,11165.5,6375.5
80152,2020,Verizon,Phone,35.39,24342.0,70412.5
90541,2020,Verizon,Phone,35.39,6088.0,122893.0
87984,2020,Verizon,Phone,35.405,16507.5,108900.0
85472,2020,Verizon,Phone,35.409,17376.5,7009.0
87182,2020,Verizon,Phone,35.42,24609.5,110321.5
86276,2020,Verizon,Phone,35.422,13602.5,3426.5
42057,2017,Sprint,Phone,35.426,7948.0,4970.0
82424,2020,Verizon,Phone,35.435,13432.0,3414.5
84017,2020,Verizon,Phone,35.436,26543.5,63616.5
83435,2020,Verizon,Phone,35.447,4039.0,13768.0
87909,2020,Verizon,Phone,35.451,34205.0,51446.5
36079,2017,Verizon,Phone,35.452,6400.5,21152.5
33247,2017,Verizon,Phone,35.466,24087.0,24672.0
94986,2020,Verizon,Phone,35.467,4767.0,33939.0
82255,2020,AT&T,Phone,35.474,21312.5,176161.0
80602,2020,Verizon,Phone,35.49,12393.0,27973.0
33209,2017,AT&T,Phone,35.492,25140.5,30750.0
19007,2016,Sprint,Tablet,35.493,8472.5,18970.0
98675,2020,Verizon,Phone,35.5,13949.5,102708.0
97842,2020,AT&T,Phone,35.504,1805.5,16957.0
95558,2020,AT&T,Phone,35.521,1575.5,5147.5
34993,2017,AT&T,Phone,35.537,15346.0,15484.5
93047,2020,Verizon,Phone,35.539,14936.5,105269.0
81069,2020,Verizon,Phone,35.545,1636.5,8175.0
36757,2017,T-Mobile,Phone,35.549,28925.0,45638.5
80857,2020,AT&T,Phone,35.549,8480.0,23566.5
95397,2020,Verizon,Phone,35.556,53131.5,34780.0
80841,2020,Verizon,Phone,35.567,54019.0,32347.5
26962,2016,Sprint,Tablet,35.568,4992.0,1156.5
86186,2020,Verizon,Phone,35.575,5631.0,49660.5
93616,2020,Verizon,Phone,35.58,5711.5,5012.5
82065,2020,Verizon,Phone,35.583,43244.5,46623.0
80553,2020,AT&T,Phone,35.588,30352.0,74925.5
87114,2020,AT&T,Phone,35.588,30011.0,124389.5
33545,2017,AT&T,Phone,35.589,26086.5,37784.0
91293,2020,Verizon,Phone,35.592,49883.0,50569.5
88084,2020,Verizon,Phone,35.604,4665.0,55023.5
86734,2020,Verizon,Phone,35.608,23453.5,8671.5
41573,2017,Verizon,Phone,35.62,10764.0,20987.5
93542,2020,Verizon,Phone,35.622,14709.0,31540.0
80618,2020,AT&T,Phone,35.627,50224.5,114595.5
87318,2020,AT&T,Phone,35.631,15434.5,14302.5
42363,2017,T-Mobile,Phone,35.642,17770.5,36246.0
43193,2017,Sprint,Phone,35.642,2610.5,5415.0
80178,2020,AT&T,Phone,35.647,12179.0,31098.0
86579,2020,Verizon,Phone,35.654,28374.5,151655.0
46057,2017,Sprint,Phone,35.655,9588.0,21806.0
87262,2020,Verizon,Phone,35.662,10732.5,23697.5
20277,2016,Sprint,Tablet,35.664,4966.0,16263.5
3018,2016,Sprint,Tablet,35.669,12934.5,31346.0
80482,2020,Verizon,Phone,35.67,15663.0,13087.5
92186,2020,AT&T,Phone,35.674,558.5,13580.5
89314,2020,AT&T,Phone,35.677,15583.0,116512.5
35995,2017,Sprint,Phone,35.684,5886.0,8562.0
94136,2020,Verizon,Phone,35.686,34243.5,105363.0
81960,2020,Verizon,Phone,35.695,15817.0,75731.0
98600,2020,Verizon,Phone,35.709,9680.5,7138.5
42093,2017,Verizon,Phone,35.723,25216.0,29869.5
80173,2020,AT&T,Phone,35.725,2044.0,15604.5
95302,2020,Verizon,Phone,35.734,45768.5,66307.0
43733,2017,Verizon,Phone,35.738,14832.0,28654.0
165933,2012,Verizon, Phone,35.7475,10600.25,14401.25
84341,2020,Verizon,Phone,35.756,18173.0,40010.5
81731,2020,Verizon,Phone,35.766,23575.0,5398.0
93358,2020,Verizon,Phone,35.773,6653.5,65343.0
87356,2020,Verizon,Phone,35.776,31822.5,113543.5
33655,2017,Verizon,Phone,35.779,24393.0,27210.0
19021,2016,Sprint,Tablet,35.782,8125.0,14787.0
39086,2017,Verizon,Phone,35.798,5197.5,19382.5
89015,2020,Verizon,Phone,35.798,21511.0,68053.5
43245,2017,Verizon,Phone,35.802,23562.5,26341.5
26113,2016,Sprint,Tablet,35.803,8580.5,10154.5
79783,2020,Verizon,Phone,35.807,5552.5,7864.0
82160,2020,AT&T,Phone,35.812,11675.5,61947.0
36849,2017,AT&T,Phone,35.817,17382.0,35556.0
43197,2017,Verizon,Phone,35.82,22497.5,12545.0
93478,2020,Verizon,Phone,35.82,3833.5,17455.0
140302,2012,Verizon, Phone,35.825,19161.0,36692.5
42279,2017,AT&T,Phone,35.826,5660.5,26880.5
97457,2020,AT&T,Phone,35.828,3681.5,4172.5
43667,2017,T-Mobile,Phone,35.829,11972.0,3420.0
33055,2017,Verizon,Phone,35.83,3270.0,32069.5
97681,2020,Verizon,Phone,35.831,19419.0,96036.0
103914,2014,Verizon, Phone,35.836,11820.0,12555.5
91139,2020,Verizon,Phone,35.841,19836.0,130776.5
97471,2020,Verizon,Phone,35.847,6338.5,39390.5
98771,2020,AT&T,Phone,35.852,31119.0,69354.5
45983,2017,AT&T,Phone,35.859,23223.0,26543.0
83740,2020,AT&T,Phone,35.866,2564.5,27215.0
87437,2020,AT&T,Phone,35.888,14587.5,33093.0
37904,2017,AT&T,Phone,35.911,8034.0,23203.5
80782,2020,AT&T,Phone,35.918,48696.0,95339.5
90765,2020,Verizon,Phone,35.92,16252.0,135824.0
95317,2020,Verizon,Phone,35.92,48855.0,117756.0
86599,2020,Verizon,Phone,35.929,11962.0,45653.5
26112,2016,Sprint,Phone,35.933,8248.0,6280.0
33323,2017,Sprint,Phone,35.937,4059.0,6815.0
37143,2017,Verizon,Phone,35.937,4235.5,23989.5
94052,2020,Verizon,Phone,35.937,38141.5,49078.0
165954,2012,Verizon, Phone,35.937,14081.5,16601.0
85667,2020,Verizon,Phone,35.939,14311.5,34703.5
81846,2020,Verizon,Phone,35.945,7764.0,110644.5
81298,2020,Verizon,Phone,35.954,20127.5,4910.5
97466,2020,Verizon,Phone,35.956,9997.5,35189.0
80393,2020,AT&T,Phone,35.957,16999.5,30425.5
43191,2017,AT&T,Phone,35.962,5636.0,28436.5
4871,2016,Sprint,Tablet,35.978,6488.5,9234.0
82569,2020,AT&T,Phone,35.98,14700.5,21800.5
81664,2020,Sprint,Phone,35.987,53516.5,107795.5
86419,2020,Verizon,Phone,35.994,3290.0,4094.5
57917,2015,Sprint,Tablet,35.997,8375.5,11457.0
82744,2020,AT&T,Phone,35.997,5628.5,3581.5
