NORMALIZED LAT,NORMALIZED LONG,Tester, Location ID,Census 2010 Designation, Date, Time, Provider, Operator, Network,Round 5 Coverage, Latitude, Longitude, Device ID, Client Type, ePktMin, ePktAvg, ePktLoss, wPktMin, wPktMax, wPktAvg, wPktLoss, wUDP Jitter1, wUDP Loss1, wUDP Period1, wUDP Jitter2, wUDP Loss2, wUDP Period2, wUDP Jitter3, wUDP Loss3, wUDP Period3, eUDP Jitter1, eUDP Loss1, eUDP Period1, eUDP Jitter2, eUDP Loss2, eUDP Period2, eUDP Jitter3, eUDP Loss3, eUDP Period3, wUDP Jitter4, wUDP Loss4, wUDP Period4, eUDP Jitter4, eUDP Loss4, eUDP Period4,wTCP_UP1, wTCP_DOWN1, eTCP_UP1, eTCP_DOWN1, wTCP_UP2, wTCP_DOWN2, eTCP_UP2, eTCP_DOWN2
41.47987175,-120.5245,2,1003,Tribal, 05/11/2012, 09:06:29,Sprint, , NA,IN,41.479867,-120.524468, WBBDTest2, Netbook,485,506,0,620,3137,1367,0,16.243,3.9,1,16.687,0,1,11.685,0,1,10.336,0,1,10.67,0,1,16.045,0,1,6.962,0,5,12.242,0.4,5,269.4,63.7,244.7,62.5,245.4,104.9,271.8,94.8
41.47987175,-120.5245,2,1003,Tribal, 05/11/2012, 08:49:10,AT&T, AT&T, UMTS,IN,0,0,358347040856521, Phone,177.087,213.406,0,121.568,233.085,153.495,0,7.325,0,1,8.341,0,1,9.51,0,1,8.412,0,1,12.449,0,1,6.197,0,1,8.028,0,5,7.397,0,5,1197,2046,1203,2074,1175,2139,1224,1988
41.47987175,-120.5245,2,1003,Tribal, 05/11/2012, 08:48:11,Verizon, Verizon, EHRPD,IN,0,0,99000024385535, Phone, NA, NA,100,83.215,1598.942,388.566,0,25.427,0,1,28.923,2,1,43.172,2,1,29.536,0,1, NA, NA,1, NA, NA,1,163.97,48,5,299.603,0.4,5,917,1737, timeout, timeout, connect_error1, connect_error1, timeout, timeout
39.02008325,-121.3444,2,1004,Tribal, 05/24/2012, 09:13:33,AT&T, AT&T, HSDPA,IN,39.02017,-121.344469,358347040856521, Phone,188.76,971.407,20,127.064,177.183,151.126,0,54.24,0,1,30.715,0,1,16.564,0,1,6.453,0,1,21.624,0,1,34.156,0,1,49.093,20,5,53.145,52,5,55.9,914,70.5,486.1,339.3,1147,370.3,572
39.02008325,-121.3444,2,1004,Tribal, 05/24/2012, 09:13:17,Sprint, Sprint, EVDO,IN,39.02013838,-121.3444179, A100001BAA3D70, Phone,157.684,181.603,0,88.348,140.716,102.59,0,13.951,0,1,15.492,0,1,33.6,0,1,14.844,0,1,15.49,0,1,16.669,0,1,16.719,0,5,27.149,0,5,959,1060,940,1042,1040,771,852,854
39.02008325,-121.3444,2,1004,Tribal, 05/24/2012, 09:13:22,T-Mobile, T-Mobile, GPRS,IN,39.020122,-121.344415,359605043237521, Phone,362.243,474.758,0,314.423,502.625,375.918,0,65.136,0,1,77.436,0,1,73.897,0,1,71.149,0,1,64.82,0,1,65.097,2,1,67.021,0,5,68.121,0,5,66.2,0, connect_error2, connect_error2,83.6,0,84.9,0
39.02008325,-121.3444,2,1004,Tribal, 05/24/2012, 09:17:55,AT&T, , NA,IN,39.020075,-121.344397, WBBDTest2, Netbook,144,158,0,74,133,91,0,18.171,0,1,15.474,0,1,17.648,0,1,21.098,0,1,21.934,2,1,18.003,0,1,19.045,0,5,26.117,3.6,5,393.6,1004,360.5,1240,424.3,1699,337.1,189
39.02008325,-121.3444,2,1004,Tribal, 05/24/2012, 09:49:39,Sprint, , NA,IN,39.020093,-121.344388, WBBDTest2, Netbook,152,204,0,80,175,107,0,11.955,0,1,12.126,0,1,14.705,0,1,13.793,0,1,11.363,0,1,11.868,0,1,13.768,0,5,19.6,0,5,1025.6,1524,987,631.3,1007,1441,932,838
39.02008325,-121.3444,2,1004,Tribal, 05/24/2012, 09:37:54,T-Mobile, , NA,IN,39.020085,-121.344388, WBBDTest2, Netbook,344,441,0,280,1557,566,0,96.258,0,1,97.516,0,1,102.855,0,1,137.533,0,1,133.337,0,1,88.287,0,1, NA, NA,5, NA, NA,5, timeout, timeout, connect_error2, connect_error2,68.3,0, timeout, timeout
39.02008325,-121.3444,2,1004,Tribal, 05/24/2012, 09:27:44,Verizon, , NA,IN,39.02008,-121.34437, WBBDTest2, Netbook,140,155,0,66,128,88,0,10.478,0,1,13.666,0,1,12.948,0,1,8.346,0,1,11.504,0,1,9.836,0,1,9.075,0,5,12.854,0,5,981,702,1022,635,948.9,496,1017,598
39.02008325,-121.3444,2,1004,Tribal, 05/24/2012, 09:13:05,Verizon, Verizon, EHRPD,IN,39.020042,-121.34433,99000024385535, Phone,154.61,178.321,0,81.314,250.33,116.381,0,11.819,2,1,9.686,0,1,10.79,2,1,12.461,0,1,20.172,0,1,11.237,0,1,12.089,0,5,15.705,0,5,491,309.4,799,164.2,740,228.7,822,214.5
38.8406825,-121.3097,2,1005,Tribal, 05/22/2012, 14:33:35,T-Mobile, T-Mobile, HSPA,IN,38.840675,-121.309705,359605043237521, Phone,105.835,374.472,0,34.149,1459.381,366.516,0,11.463,0,1,2.148,0,1,2.32,0,1,6.061,0,1,3.091,0,1,4.737,0,1,3.191,0,5,5.43,0,5,2097,11892,2234,6442,1763,12798,1705,5544
38.8406825,-121.3097,2,1005,Tribal, 05/22/2012, 14:54:39,Sprint, , NA,IN,38.840685,-121.30969, WBBDTest2, Netbook,264,389,10,84,284,212,0, NA, NA,1,14.842,0,1,12.556,0,1,15.867,0,1,14.235,0,1,19.236,0,1,19.1,0,5,18.695,0,5,922,320.5,740.5,361.3,814.2,367.1,647,197.4
38.8406825,-121.3097,2,1005,Tribal, 05/22/2012, 14:48:02,T-Mobile, , NA,IN,38.840685,-121.30969, WBBDTest2, Netbook,105,349,0,39,1626,324,0,14.361,0,1,3.335,0,1,6.082,0,1,2.478,0,1,7.725,0,1,4.523,0,1,6.284,0.4,5,10.597,0,5,1924,5747,2387,5173,1787,5986,2263,4519
38.8406825,-121.3097,2,1005,Tribal, 05/22/2012, 14:44:03,Verizon, , NA,IN,38.840685,-121.309688, WBBDTest2, Netbook,106,115,0,34,51,39,0,10.755,0,1,10.27,0,1,9.077,0,1,12.512,0,1,9.119,0,1,10.865,0,1,10.846,0,5,11.696,0,5,7550,9629,7440,7576,9444,9073,8963,7566
38.8406825,-121.3097,2,1005,Tribal, 05/22/2012, 14:33:51,Sprint, Sprint, EVDO,IN,38.84067178,-121.309678, A100001BAA3D70, Phone,188.538,293.722,0,80.993,1005.432,257.198,0,16.591,0,1,17.345,0,1,13.337,0,1,17.956,0,1,17.885,0,1,18.382,0,1,17.125,0,5,13.68,0,5,783,261.7,744,495.8,666,258.6,761,151.5
38.8406825,-121.3097,2,1005,Tribal, 05/22/2012, 14:35:46,AT&T, , NA,IN,38.840675,-121.309677, WBBDTest2, Netbook,142,164,0,62,232,99,0,16.112,2,1,13.303,0,1,8.047,0,1,7.789,0,1,16.774,3.9,1,9.151,0,1,13.585,0,5,9.084,0,5,577.2,252.2,609,181.4,691,154.8,699,74.2
38.8406825,-121.3097,2,1005,Tribal, 05/22/2012, 14:33:02,AT&T, AT&T, HSDPA,IN,38.840661,-121.309661,358347040856521, Phone,180.15,216.634,0,113.439,250.238,139.479,0,6.886,0,1,6.494,0,1,4.697,0,1,8.959,0,1,5.275,0,1,8.699,0,1,9.48,0,5,14.68,0,5,444.1,298.1,514.7,616,302,544.5,511,881
38.8406825,-121.3097,2,1005,Tribal, 05/22/2012, 14:33:04,Verizon, Verizon, LTE,IN,0,0,99000024385535, Phone,98.71,122.534,0,36.418,69.1,43.336,0,10.788,0,1,9.265,0,1,8.979,0,1,8.868,0,1,11.299,0,1,3.778,0,1,7.21,0,5,9.65,0,5,12063,11603,9548,8930,13125,11333,11376,10108
32.9723865,-116.83,8,1007,Tribal, 05/31/2012, 06:56:01,Sprint, , NA,IN,32.972378,-116.830012, WBBDTest8, Netbook,222,320,0,89,125,104,0,12.654,0,1,17.851,0,1,19.316,0,1,17.469,0,1,24.738,0,1,18.038,0,1,19.307,0,5,21.382,0,5,134.9,274.8,211.3,203.1,217,263.3,221.9,199.1
32.9723865,-116.83,8,1007,Tribal, 05/31/2012, 07:06:47,T-Mobile, , NA,IN,32.97239,-116.830002, WBBDTest8, Netbook, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
32.9723865,-116.83,8,1007,Tribal, 05/31/2012, 07:11:27,Verizon, , NA,IN,32.97239,-116.830002, WBBDTest8, Netbook,156,231,10,86,111,93,30,144.24,2,1,136.309,0,1,135.383,3.9,1,160.736,3.9,1,101.972,0,1,727.964,24,1, NA, NA,5, NA, NA,5, timeout, timeout, timeout, timeout,72.6,77.8, timeout, timeout
32.9723865,-116.83,8,1007,Tribal, 05/31/2012, 06:57:00,T-Mobile, T-Mobile, HSPA,IN,0,0,359605043208118, Phone,174.163,4401.123,0,2865.539,11454.651,7188.928,0,58.634,0,1,40.685,0,1,23.492,0,1,27.492,0,1,20.814,0,1,29.235,0,1,52.117,0,5,49.027,0,5,86.6,26.2,173.8,0,84.1,0,130.8,0
32.9723865,-116.83,8,1007,Tribal, 07/23/2012, 16:58:13,Verizon, Verizon, EHRPD,IN,32.972167,-116.831468,99000024389642, Phone,146.0735,220.069,0,615.251,4913.211,2633.7705,5,37.5355,0,1,29.7255,0,1,36.623,0,1,30.5915,0,1,36.9175,0,1,26.343,0,1,55.936,3,5,41.9335,0,5,386.6,451.35,175.25,221.25,284.5,467.4,142.8,481.2
32.9723865,-116.83,3000,1007,Tribal, 07/23/2012, 17:04:10,AT&T,AT&T, NA,IN,32.972167,-116.831448, WBBDTest4, Netbook,147,155,0,61,98,66,0,3.105,0,1,3.598,0,1,4.202,0,1,3.161,0,1,7.926,0,1,5.472,0,1,5.048,0,5,4.749,0.4,5,1313,1566,1016,2213,1929,2045,1089,1398
32.9723865,-116.83,3000,1007,Tribal, 07/23/2012, 16:59:57,AT&T,AT&T, HSPA,IN,32.972182,-116.831441,359691045115527, Phone,153.334,199.871,0,82.496,164.291,106.348,0,18.13,0,1,20.064,0,1,7.371,0,1,12.829,0,1,14.177,0,1,8.725,0,1,28.963,0,5,5.592,0,5,182.6,2312,460.4,1269,372.8,2737,398.4,2759
32.9723865,-116.83,8,1007,Tribal, 07/23/2012, 16:58:30,Sprint, Sprint, 1xRTT,IN,32.972192,-116.83144, A100001BAA3FB8, Phone,161.53,279.574,0,172.76,849.3655,307.298,0,34.481,0,1,32.7745,0,1,22.933,0,1,22.0635,1,1,20.0125,0,1,19.8545,0,1,23.7605,0,5,32.3,0,5,409.3,237.15,420.15,209.65,428.8,186.9,411.3,179.7
37.7968,-118.526,8,1009,Tribal, 05/08/2012, 13:04:58,Sprint, , UNKNOWN,OUT,37.79685259,-118.5260439, A100001BAA3FC1, Phone, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
37.7968,-118.526,8,1009,Tribal, 05/08/2012, 13:10:21,AT&T, , NA,IN,37.7968,-118.526015, WBBDTest8, Netbook,308,325,0,101,1984,298,0,10.791,0,1,10.357,0,1,8.683,2,1,9.47,0,1,17.9,0,1,11.678,0,1,8.729,0,5,13.255,0,5, connect_error2, connect_error2, timeout, timeout, connect_error2, connect_error2, timeout, timeout
37.7968,-118.526,8,1009,Tribal, 05/08/2012, 13:00:15,AT&T, AT&T, UMTS,IN,37.796817,-118.525988,358347040925862, Phone,183.049,215.938,0,107.476,2170.127,440.861,0,7.997,0,1,4.545,2,1,5.16,0,1,7.966,3.9,1,11.057,0,1,8.711,2,1,15.805,0,5,5.763,0,5, connect_error2, connect_error2,1212,3076, connect_error2, connect_error2, timeout, timeout
37.7968,-118.526,8,1009,Tribal, 05/08/2012, 13:03:55,T-Mobile, , UNKNOWN,OUT,0,0,359605043208118, Phone, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
37.7968,-118.526,8,1009,Tribal, 05/08/2012, 13:05:05,Verizon, Verizon, UNKNOWN,OUT,0,0,99000024381651, Phone, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
39.4988702,-121.5018,1,1010,Tribal, 05/24/2012, 13:24:48,Sprint, , EVDO,IN,39.498929,-121.501864, A100001BAA3FC9, Phone, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
39.4988702,-121.5018,1,1010,Tribal, 05/24/2012, 13:29:33,T-Mobile, , NA,OUT,39.498845,-121.501823, WBBDTest11, Netbook, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
39.4988702,-121.5018,1,1010,Tribal, 05/24/2012, 13:31:28,Sprint, , NA,IN,39.498873,-121.501818, WBBDTest11, Netbook,1061,2062,30,111,3723,1075,20,48.98,0,1,76.537,3.9,1, NA, NA,1,184.926,14,1,23.789,2,1,133.348,7.8,1, NA, NA,5, NA, NA,5, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout
39.4988702,-121.5018,1,1010,Tribal, 05/24/2012, 13:24:28,Verizon, , NA,IN,39.498862,-121.501813, WBBDTest11, Netbook,134,151,0,56,141,85,0,7.925,0,1,8.608,0,1,10.219,0,1,8.475,0,1,8.731,0,1,11.032,0,1,9.29,0,5,10.983,0,5,1084,2485,1026,2530,1114,2603,1060,2482
39.4988702,-121.5018,1,1010,Tribal, 05/24/2012, 13:45:37,AT&T, , NA,IN,39.498928,-121.501807, WBBDTest11, Netbook,155,167,0,81,119,94,0,10.789,0,1,10.837,0,1,11.95,0,1,6.655,0,1,7.221,0,1,14.021,0,1,11.219,0.8,5,11.182,0,5,1192,2674,1240,3030,1203,2729,1248,3629
39.4988702,-121.5018,1,1010,Tribal, 05/24/2012, 13:28:01,AT&T, AT&T, UMTS,IN,0,0,358347040856646, Phone,180.023,213.013,0,121.054,205.458,156.432,0,13.338,0,1,9.492,2,1,9.239,0,1,7.505,0,1,6.836,0,1,4.513,0,1,8.294,0,5,7.815,0,5,1197,3189,1202,2514,1178,4006,1187,2904
39.4988702,-121.5018,1,1010,Tribal, 05/24/2012, 13:30:21,Verizon, Verizon, EHRPD,IN,0,0,99000024385562, Phone,141.971,171.775,0,74.761,189.512,99.774,0,8.399,0,1,7.002,0,1,7.155,0,1,12.705,0,1,13.492,0,1,10.152,0,1,7.459,0,5,12.702,0,5,1188,2217,50.8,1832,1031,2102,292.6,1534
41.16184,-124.1234,4,1011,Tribal, 05/11/2012, 13:29:32,Verizon, Verizon, 1xRTT,IN,41.161617,-124.12356,99000024389642, Phone, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
41.16184,-124.1234,4,1011,Tribal, 05/11/2012, 13:32:43,AT&T, , NA,OUT,41.16183,-124.123425, WBBDTest4, Netbook, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
41.16184,-124.1234,4,1011,Tribal, 05/11/2012, 13:50:02,Sprint, , NA,IN,41.161865,-124.1234, WBBDTest4, Netbook,488,553,0,528,703,558,0,77.511,0,1,9.026,0,1,16.933,0,1,8.968,3.9,1,185.464,0,1,9.374,0,1,41.175,0,5,26.242,0.4,5, timeout, timeout, timeout, timeout,219.5,116.9,111.7,75.6
41.16184,-124.1234,4,1011,Tribal, 05/11/2012, 13:28:56,Sprint, , 1xRTT,IN,41.161748,-124.123374, A100001BAA3FB8, Phone, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service,no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service, no effective service
41.16184,-124.1234,4,1011,Tribal, 05/11/2012, 13:33:59,Verizon, , NA,IN,41.161862,-124.123328, WBBDTest4, Netbook,184,213,0, NA, NA, NA,100,67.35,33,1,101.189,0,1,48.405,0,1,141.696,0,1,103.044,0,1,21.305,0,1,256.508,43,5,250.655,44,5, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout
